id,Mittente,Destinatario,Importo,Data,Metodo_di_pagamento,Valuta,Paese_del_Cliente,Paese_a_Rischio,Mittente_sospetto,Destinatario_sospetto
80df1f70-1c1e-410f-9359-98db56ce06c9,Jacob Collins,Stephanie Nielsen,8050,2023-08-20 11:30:59,Bonifico,GBP,Russia,Si,Si,Si
aff0a020-dd1b-4bd1-bf40-67603498cef0,Stephen Harris,Kevin Jones,8807,2023-07-04 11:11:29,PayPal,JPY,Giappone,Si,No,No
d4bf6358-a8a8-4f9e-b1a7-dde49d7fab75,Christopher Foster,Maureen Garrison,9786,2023-05-01 03:57:12,PayPal,USD,Giappone,Si,No,No
135d92e5-5a20-4c42-99d2-05f0464623b4,Steven Scott,Donna Gonzalez,2559,2023-03-15 21:45:57,Assegno,JPY,Canada,Si,Si,Si
fb1f90cd-c0f5-4b1c-86ca-aff870666675,Margaret Miller,Joshua Gibson,3454,2023-03-01 09:56:15,Bonifico,EUR,Colombia,Si,Si,Si
57e93399-6b6c-456c-9a02-814835241df3,Dana Lawson,Mark Lopez,2564,2023-06-29 16:28:49,Carta di credito,GBP,Italia,No,No,Si
4a938251-57ba-4e0d-8585-0aaa80c6661a,Dennis Clarke,Vincent Hughes,4486,2023-02-16 22:34:34,Assegno,USD,Canada,Si,Si,No
404136f2-5b5f-42f5-b6d8-e09035e1a519,Tracey Levy,Jennifer Davidson,4974,2023-01-07 02:30:16,Carta di credito,EUR,Russia,Si,No,No
6d928bbc-7f34-4fd8-bf2a-aa3cd188c60a,Steven Baker,Jennifer Mccarty,11,2023-05-24 11:00:27,Bonifico,GBP,Francia,No,Si,No
9fbda144-a4eb-4131-81c1-d230164255a6,Cindy Fry,Ross Hopkins,2849,2023-08-21 22:42:00,Carta di credito,GBP,Canada,Si,No,Si
f6ff799f-860d-4611-8e6a-493f23be6783,Todd Fitzgerald,Julia Mack,6580,2023-03-21 10:46:10,Carta di credito,EUR,Colombia,Si,No,Si
a147fbc2-7261-4d9f-aadb-e273c3a576af,Kevin Murray,Teresa Ward,1993,2023-07-10 22:44:15,PayPal,JPY,Germania,No,No,Si
f97981a1-9a71-45ec-9c4d-1df4406a0cef,David Briggs,Christopher Logan,8932,2023-06-04 23:42:02,Carta di credito,USD,Russia,Si,No,No
9a8256d6-5ac9-4e90-adf6-44b49b85325b,Holly Fowler,Donald Costa,7824,2023-07-30 23:58:54,PayPal,EUR,Stati Uniti,Si,Si,Si
d26843ff-3bf7-4196-80f8-c3cf419aeaf9,Alexis Warner,Michelle Brock,7943,2023-05-13 14:07:18,Assegno,USD,Canada,Si,No,Si
cc7d46ef-d20f-44fe-827a-01406a3716d3,Aaron Clark,Megan Malone,2128,2023-05-07 23:33:04,Bonifico,EUR,Regno Unito,Si,Si,No
b72bf5b0-36ca-497d-baf7-01197cd50292,Michael Mclean,Jennifer Greer,6812,2023-02-13 05:13:38,Bonifico,JPY,Giappone,Si,Si,Si
79be8583-4fc0-4b82-914b-2ab93b45f1c3,Kyle Henderson,Amy Jimenez,3055,2023-01-18 18:55:52,Assegno,USD,Giappone,Si,No,No
581cc472-b6d3-4290-8708-dd12c0f32865,Tricia Mccoy,Nicholas Richardson,7287,2023-03-02 14:03:53,PayPal,JPY,Regno Unito,Si,Si,Si
1f410169-f218-45ca-8c6b-db704595de8a,Rose Mullins,Stephanie Vargas,5454,2023-01-21 16:12:23,Carta di credito,USD,Russia,Si,No,No
ed451119-e8f7-44b9-8ecd-d8d3cb1d8b7b,Hannah Holloway,Michelle Garcia,5818,2023-04-25 06:20:47,Assegno,JPY,Francia,No,Si,Si
3382c591-a609-4018-bca2-98044986c1d4,Tasha Sanders,Michael Rivas,7403,2023-03-11 15:17:22,Carta di credito,EUR,Regno Unito,Si,Si,No
5d3dc8d5-8128-4d47-a8dd-84fe8a9d42b1,David Lutz,Lauren Smith,5981,2023-06-20 11:37:17,Bonifico,EUR,Italia,No,Si,No
afe981d6-2dbe-4024-a5bd-4d6008469a8e,Donna Ellison,Tina Glover,4893,2023-05-11 11:27:29,Assegno,GBP,Colombia,Si,No,No
03adde5b-190d-442d-b04a-4164bd2aa4d4,Casey Reeves,Tina Rose,5547,2023-02-22 21:03:07,PayPal,EUR,Italia,No,No,Si
084a302a-a9c9-49ef-afa0-dd5304c5a7eb,Miss Terri Thompson,Amy Anderson,9545,2023-01-08 21:24:09,Carta di credito,EUR,Giappone,Si,Si,Si
169bed6f-4062-411d-aa0e-7f30a9eda9f3,Rachel Hill,Beth Michael,7614,2023-05-19 17:51:27,Assegno,EUR,Russia,Si,No,No
95fcae94-0f2b-42bc-ab7c-42ef55198481,Tammy Robbins MD,Dylan Reeves,2771,2023-05-09 22:47:35,Carta di credito,JPY,Germania,No,No,No
af9b212b-2f77-499c-a014-7ba1b240d5fd,Jessica English,Edward Smith,1860,2023-03-18 06:39:00,Bonifico,USD,Regno Unito,Si,Si,Si
7dbe8c67-ce9d-475e-8bb9-29f8f419fbe6,Jennifer Davis,Kathryn Gray,184,2023-07-17 18:54:19,Assegno,EUR,Russia,Si,No,Si
3de996d0-c32f-465a-a110-65981c56e156,Caleb Johnson,Breanna Martinez,4877,2023-03-08 18:15:50,Carta di credito,JPY,Francia,No,No,No
b30c2051-e3af-46c7-925f-fd29e5e3ed96,Marcus Gibbs,Juan Bowen,4388,2023-07-26 20:38:11,Assegno,USD,Regno Unito,Si,Si,No
5e354a45-33d0-4c14-ac29-a79b29ffd5cd,Anita Price,Julie Nelson,8256,2023-02-17 10:36:23,Carta di credito,GBP,Canada,Si,Si,Si
89eb6234-5429-4e18-80f0-eb3751030fef,Jennifer Delgado,Sarah Holder,3247,2023-06-29 10:17:46,Assegno,GBP,Giappone,Si,Si,Si
6cc81d44-f53c-4f48-bc01-df97bb58de41,Joseph Solis,Tricia Jacobs,7007,2023-06-25 08:54:32,Carta di credito,EUR,Canada,Si,No,Si
f21e6878-52a5-4b8a-9de7-d9b91c7c5849,Andrew Moran,Sarah Boone,7731,2023-06-07 00:57:40,Assegno,USD,Colombia,Si,Si,No
eb0da944-fe71-4da7-8188-26eb7c47c44a,Gary Case,Patrick Murray,5455,2023-03-23 09:41:09,PayPal,GBP,Canada,Si,Si,Si
a5129e72-b135-4eca-b88b-a94a00e806be,Amy Johnson,Mrs. Ann Robinson MD,8170,2023-06-05 16:34:05,Carta di credito,GBP,Germania,No,Si,No
ff884b4e-e360-44c2-9c5b-d25180a8c64b,Robert Jacobs,Virginia Baldwin,294,2023-03-28 04:05:32,Carta di credito,GBP,Italia,No,No,No
19da1342-4756-4160-8a55-d220783906b6,Kristie Mata,Brittany Wright,9689,2023-04-19 09:34:07,Bonifico,EUR,Canada,Si,Si,No
9a4a78c7-436b-4a05-8750-8c873226cb11,Michael Brown,Edward Griffith,6900,2023-01-07 19:15:50,Bonifico,JPY,Germania,No,No,No
5e1a9293-150b-47cf-82cf-620d5bb8e6a4,David Walker,Jeffrey Williams,6652,2023-05-14 12:59:30,Bonifico,EUR,Germania,No,Si,Si
faaa2da9-ecbf-4174-8fcd-253dee4cd771,Joseph Clark,Christian Gaines,345,2023-01-04 12:03:19,Bonifico,GBP,Regno Unito,Si,Si,Si
2278642c-f870-4bae-97f5-88f165353b0d,Brenda Carlson,Stephanie Simon,1616,2023-06-21 10:20:03,PayPal,USD,Francia,No,Si,Si
68cd8cfc-ab71-4702-a54e-59daa17c107d,Michael Smith,Brittney Mora,8560,2023-03-14 12:55:17,Assegno,USD,Francia,No,No,No
7106c75d-b540-45b7-912a-6720c96b641e,Robert Campos,Isaac Bradley,3841,2023-06-03 02:54:55,Bonifico,EUR,Regno Unito,Si,Si,No
f828535e-8221-450e-b8cb-c0b15f8ee4c0,Ashley Berry,Ryan Logan,633,2023-01-29 21:36:47,Bonifico,JPY,Regno Unito,Si,Si,No
73fbfe21-0f34-4dbe-9594-b94d947c679e,Teresa Burnett,Joseph Soto,3485,2023-07-09 11:46:14,Assegno,JPY,Italia,No,Si,No
e331b20c-2693-4737-9fbc-3a5fb162d7f8,Samuel Gomez,Autumn Moon,1756,2023-03-10 16:58:25,PayPal,EUR,Colombia,Si,No,Si
10bb733f-dd29-44ba-953e-52936767c78a,Karen Morgan,Lisa Burton,5078,2023-04-15 07:21:17,Assegno,USD,Stati Uniti,Si,Si,Si
e5b1f03f-0981-43d9-a4f5-9276423d4ab8,Jeffrey Lozano,Linda Elliott,4528,2023-06-02 15:12:35,PayPal,EUR,Colombia,Si,No,No
8a0a30f1-ee1b-4cc9-afe7-e3d574a34332,Elizabeth Frazier,Katherine Dominguez,9150,2023-06-01 11:22:56,PayPal,EUR,Francia,No,Si,No
eba9af4a-d504-42ef-b649-012da210e059,Mrs. Barbara Walker,Andrew Arroyo,9629,2023-06-21 07:32:49,Carta di credito,JPY,Italia,No,No,No
2506da2e-853a-42b7-a957-56525280189c,Robert Walker,Tiffany Harper,4156,2023-04-25 15:10:58,Assegno,USD,Russia,Si,No,No
70eec4a8-af04-446c-9202-90acb7b3f65b,Doris Thompson,Tracy Rivera,9603,2023-07-09 21:43:25,Assegno,USD,Regno Unito,Si,Si,Si
7a7422ae-c0a1-48af-b2b6-2776323f0037,Jessica King,Dr. James Jones,3320,2023-04-06 16:03:54,Assegno,JPY,Germania,No,No,No
17ceb620-6cd5-49cd-95dd-4bbdb777a7a9,Kimberly Benson,Victoria Mccarthy,5858,2023-03-31 23:44:15,Assegno,EUR,Germania,No,No,No
4ffc1be0-02ae-41fb-975e-83ff92c4a126,Jennifer Curry,Eric Banks,4322,2023-03-28 23:46:38,Assegno,USD,Russia,Si,No,No
e4749ed5-23fa-4c21-87c8-7333f1a9fa40,Madison Romero,Rhonda Oneal,9098,2023-03-02 05:00:18,Assegno,USD,Germania,No,No,No
734fc5e0-24da-41a9-a4ce-4273d6885a92,Seth Ferguson,Renee Martinez,749,2023-01-21 23:22:50,Bonifico,GBP,Italia,No,No,No
9f7f8ab5-545c-4b57-b48f-9ccdf3c16369,Alicia Dominguez,Sarah French,7800,2023-08-19 21:18:04,Assegno,EUR,Germania,No,No,No
a57d5888-f2ca-4470-8eb6-5dcfc9f3e0e0,Gina Graham,Scott Odonnell,1583,2023-06-09 21:01:48,Carta di credito,GBP,Francia,No,Si,Si
3b05826f-efe7-4c9f-96c6-144902051868,Mitchell Wood,Ana Allison,6184,2023-08-03 10:39:50,Assegno,EUR,Giappone,Si,Si,No
663b27d9-4b79-433c-b077-2436ee0f07e1,Daniel Phillips,Melissa Martin,3995,2023-07-14 07:33:09,Assegno,JPY,Colombia,Si,Si,No
37b6e4b3-372c-444d-807d-92e827a65d3b,Kayla Rivera,Joseph Wright,2105,2023-02-15 07:09:07,Assegno,GBP,Stati Uniti,Si,No,Si
a0d31df8-a721-4ea9-9e51-74de76df0052,Brenda Williams,Michael Decker,2351,2023-03-13 01:16:42,Assegno,JPY,Francia,No,No,Si
6b7f3dca-bcbf-470d-a4b0-224daa83e290,Christopher Hernandez,Sean Kramer,4132,2023-02-04 08:25:28,Carta di credito,USD,Russia,Si,No,Si
acda2b0a-c9b8-471c-86de-8c749758c4d5,Joshua Carroll,Michael Collins,6887,2023-04-22 01:14:18,PayPal,USD,Giappone,Si,No,Si
5a0c006e-6a00-4170-abbb-6bdb1b736e51,Michael Dawson,Joshua Graves,4323,2023-01-27 08:58:54,Bonifico,GBP,Russia,Si,No,Si
ff86cb3a-ae12-425c-a4fc-68d9afdd665d,Kathleen Black,Gregory James,3491,2023-06-16 11:49:44,Assegno,EUR,Giappone,Si,Si,No
86433463-92a9-46c6-afe3-fdecefb67951,Elizabeth Ferguson,Kathy Edwards,3584,2023-02-09 23:37:19,Assegno,GBP,Colombia,Si,Si,Si
41ceda93-364b-487b-b956-3e5b55e13d40,Billy Clarke,Russell Fletcher,4198,2023-08-11 03:02:26,Assegno,EUR,Colombia,Si,No,Si
3b44f017-e2b9-47bd-b484-12900c95993e,Taylor Olson,Jonathan Hunt,8548,2023-08-13 12:21:09,Bonifico,JPY,Giappone,Si,Si,No
397861dc-8b76-4b1d-a6ca-6b23982c1709,Danielle Sullivan,James Pittman,5374,2023-04-15 03:01:26,Assegno,GBP,Colombia,Si,Si,Si
b85f5b9a-54c5-4adb-83ce-999b7f5e399d,Roy Hernandez,Erin Willis,8289,2023-06-24 03:23:42,Bonifico,JPY,Francia,No,No,No
b6b45087-3b0a-4746-9fbc-5906d0544696,Angel Long,Christina Pierce,635,2023-02-05 02:23:52,Carta di credito,GBP,Francia,No,No,Si
0dd030da-4e66-4de3-8213-dbf0020e0f99,Nicole James,Patrick Webb,9799,2023-08-06 20:27:44,Bonifico,USD,Stati Uniti,Si,Si,Si
855566f6-067e-4113-919d-c4733a15dcea,Caitlin Wright,Megan Harrington,2172,2023-05-11 18:16:39,PayPal,JPY,Stati Uniti,Si,No,No
4bf0fcc4-212a-4e52-81bf-b14a39c6c640,Patricia Williams,Edwin Rodriguez,4476,2023-04-28 07:42:36,Carta di credito,GBP,Giappone,Si,No,No
ff5a16af-2d69-4413-8ed8-ba49b69c02a1,Shawn Carlson,Reginald Smith,8140,2023-02-19 07:32:09,PayPal,USD,Francia,No,No,Si
af1ad24f-8d50-4f64-94b1-39dbe089e73a,Stephen Santos,Yvette Holland,7641,2023-08-30 04:24:22,Assegno,JPY,Francia,No,Si,Si
17351d1f-7b42-4c27-abf5-aa2ab76cff9c,Paul Waters,Desiree Greer,9883,2023-06-16 17:48:39,Carta di credito,JPY,Francia,No,Si,No
b6c6fe58-2ce9-45f1-a673-27ac77599573,Connor Wilson,John Butler,5354,2023-04-21 13:49:20,Bonifico,GBP,Italia,No,No,No
89112c80-30c5-46b3-b68b-15a4e5c88c63,Daniel Rhodes,Christopher Washington,6708,2023-05-17 16:08:51,Assegno,JPY,Regno Unito,Si,Si,Si
4cb02126-a503-44fa-9262-b1fd0c9dc06d,Mason Wheeler,Amanda Williams,2081,2023-02-22 20:01:14,Bonifico,GBP,Canada,Si,No,No
980343a4-9002-46f6-a0d9-49ea2f850e78,Donald Foster,Carla Doyle,9423,2023-03-10 02:27:20,Bonifico,USD,Colombia,Si,Si,No
c219a2f9-b67d-4460-8e64-f212fc77bb29,Eric Reese,Nicholas Young,3069,2023-02-19 21:25:28,PayPal,GBP,Colombia,Si,No,Si
cfa82fc3-4b68-4c4a-94b3-80cfaf2351bf,Richard Combs,Jennifer Durham,7597,2023-04-17 20:51:03,Carta di credito,USD,Regno Unito,Si,No,Si
3cf76d1f-e30b-4749-9f86-351d9688de77,Edward Long,Marc Carr,1037,2023-04-11 06:51:10,Assegno,USD,Colombia,Si,No,No
d3f87e7b-bb81-4d0b-b364-5188b17c2497,Barbara Smith,Erica Johnson,7986,2023-03-15 23:45:06,PayPal,USD,Regno Unito,Si,No,Si
b566f914-ed3c-4631-a265-13e1b69036ac,Megan James,James Reynolds DDS,8910,2023-04-17 01:38:25,Assegno,EUR,Russia,Si,No,No
c8b6b542-e6bd-4cb7-89ff-e87771637621,David Tran,Angel Edwards,6534,2023-08-19 04:43:56,Assegno,USD,Italia,No,No,No
59a2beb3-5300-482b-b3f1-3768ae5e8f7d,Shannon Mercado,Michael Lam,7724,2023-01-19 06:11:22,PayPal,EUR,Francia,No,Si,Si
9ccf6ed8-b19a-411b-8df3-0c4ce2a128ca,Chelsea Cook,Kristine Preston,7277,2023-06-16 22:06:51,Carta di credito,USD,Russia,Si,No,Si
aa608778-b70b-49a6-af2c-2523a9c0214a,Tamara Roberson DDS,Johnny Petersen,6735,2023-06-22 17:05:15,Carta di credito,GBP,Russia,Si,Si,Si
ee199a12-0ba7-4e20-b4e7-275a09056a6d,Nicole Schmitt,Robert Johnson,9445,2023-04-19 18:49:58,PayPal,GBP,Germania,No,Si,Si
31859a64-770c-4c10-a4bb-fab3bb53ac2c,Gabrielle Phillips,Yesenia Rodriguez,220,2023-02-17 04:49:48,Bonifico,JPY,Giappone,Si,No,No
0e3b1c8d-68f0-4a02-a745-6e2b01484d92,Brian Mills,Ricky Roberts,7687,2023-08-03 12:59:06,Carta di credito,EUR,Stati Uniti,Si,Si,No
eee4d825-6d0e-42be-b859-e5f69681bdfb,Mary Brown,Brandon Reed,6303,2023-02-18 02:10:56,Carta di credito,JPY,Colombia,Si,No,Si
fb4e3876-4d12-4029-83c7-9eec47ab43c4,Melissa Moon,Michael Giles,372,2023-02-27 15:26:59,Bonifico,EUR,Russia,Si,Si,Si
637e342e-32df-4362-b960-37343c56f5a2,John Hale,Tammy Ross,6263,2023-06-21 03:15:52,PayPal,JPY,Giappone,Si,Si,No
bbbbabfd-7b5b-4d09-ab04-ad216f14b0ad,Kari Collins,Jeffrey Holloway,9853,2023-03-26 17:14:19,Bonifico,EUR,Italia,No,No,Si
231099c3-a32d-448a-a5eb-a5a6a3bca32d,Megan Lopez,Anna Adams,8725,2023-06-25 07:50:26,Bonifico,USD,Francia,No,No,No
66aa022b-a292-40f5-881e-5e38e9aa2c76,Jorge Hernandez,Elizabeth Hunter,3135,2023-03-20 12:44:25,Carta di credito,EUR,Italia,No,Si,No
2348cd4c-7c56-47e5-ad93-a394ab10a9b4,Michael Griffin,James Thompson,127,2023-06-17 00:25:42,Assegno,GBP,Italia,No,No,No
28555682-55cf-4c2a-b49e-b27ce0d4e33b,Roy Warren,Stephen Allen,9288,2023-06-18 12:13:13,Carta di credito,GBP,Regno Unito,Si,Si,No
9dfacb5c-3f68-4ace-b4bf-16af63aa2167,Matthew Turner,Krista Garcia,6073,2023-05-16 04:16:13,PayPal,USD,Francia,No,No,Si
e22b029f-2e84-44ec-bcee-646d693535f7,Zachary Marks,Brett Hill,8884,2023-04-11 03:17:33,Assegno,JPY,Colombia,Si,Si,Si
6aacfdd2-66a1-4a93-bbcf-e946df92df2c,Johnny Powell,Scott Jensen,6849,2023-05-14 22:18:40,Carta di credito,USD,Giappone,Si,No,Si
0237ef1d-e77f-43f6-968f-197e2d0e5379,Kelly Carpenter,Alyssa Crawford,7549,2023-08-17 12:32:08,PayPal,GBP,Germania,No,Si,No
3a9b070e-ca52-43b7-8efc-f872c64ce755,Sergio Graves,Brian Heath,2907,2023-01-10 18:14:51,Carta di credito,EUR,Canada,Si,No,No
71fc1c91-b75c-4ccf-9ad5-82f92510a3d4,Brittany Nguyen,Melissa Rodriguez,4313,2023-01-29 09:54:20,Bonifico,JPY,Germania,No,No,Si
6df4626f-e07d-4c8e-87a9-395fb44c7b59,Dorothy Oneal,Michael Short,4136,2023-05-01 09:33:32,Carta di credito,USD,Canada,Si,No,Si
93dd3228-560c-411e-8f5a-f7241d74c495,Catherine Moore,Maria Johnson,8610,2023-06-07 05:06:31,Bonifico,JPY,Russia,Si,Si,Si
f608848a-15c3-495d-98f4-9abe5acbdf4f,Elizabeth Williams,Justin Smith,520,2023-03-30 13:30:48,Carta di credito,EUR,Germania,No,No,Si
6be902c2-1948-4d00-bb10-91796e90286e,Adam Horne,William Dominguez,6337,2023-07-17 10:33:58,Bonifico,GBP,Colombia,Si,No,Si
78734dad-34fc-4b4f-be18-5b122086881e,Shane Ray,Trevor Copeland,223,2023-02-27 09:30:57,Carta di credito,USD,Stati Uniti,Si,Si,Si
8dbd66b9-3c10-415f-a61d-e55dc6cc9cbe,Justin Morris,Tiffany Jackson,7346,2023-08-01 01:35:04,Bonifico,JPY,Russia,Si,No,No
74d1539d-07c3-424e-8d05-0b7f40198f1a,Brian Stewart,Lauren Irwin,7640,2023-05-01 00:26:58,Bonifico,GBP,Canada,Si,Si,No
738e51bd-5810-457d-af58-f3e4581b2ec9,Nicole Cook,Nancy Franklin,6335,2023-06-19 07:21:39,PayPal,EUR,Francia,No,Si,No
4a38fcee-c787-4586-8fd3-7d7937a911d2,Robert Perez,James Underwood,9542,2023-08-22 16:17:39,Bonifico,GBP,Canada,Si,Si,No
7821b604-2af6-46df-a44c-545c8f871217,Brianna Rose,Randall Townsend,9496,2023-04-30 20:59:03,Bonifico,GBP,Stati Uniti,Si,Si,Si
db657078-20d4-4443-a95a-e851b40659d6,Mathew Warner,Leslie Jordan,4696,2023-08-19 22:03:18,Bonifico,GBP,Russia,Si,Si,Si
45a63ca1-ea10-4c81-8ba9-1d9301899525,Matthew Palmer,Michelle Stuart,5556,2023-05-11 02:50:03,PayPal,JPY,Colombia,Si,No,Si
d77bd14b-a18d-4491-b698-6e2158463e2d,Jennifer Sexton,Daniel Stanley,9192,2023-03-20 19:49:05,Carta di credito,GBP,Stati Uniti,Si,No,Si
10127c12-a2eb-4378-88ec-a34f32fbd883,Cody Thompson,Kevin Weber Jr.,3775,2023-08-07 00:10:54,Assegno,JPY,Colombia,Si,Si,Si
ea07cef7-15a7-4c7f-9f7d-2d138d3240a8,Mr. Jonathan Flores PhD,Joshua Cole,4255,2023-02-14 13:58:06,Carta di credito,GBP,Regno Unito,Si,No,No
fb5fab83-ac21-4e53-b0e3-5fff688a36ed,Maria Li,Mathew Stark,995,2023-04-14 17:47:55,Carta di credito,GBP,Colombia,Si,No,No
169abd98-a519-4aa7-aef1-4fdcc615615b,Jeffery Jones,Daniel Martin,6607,2023-07-02 05:34:42,Assegno,EUR,Russia,Si,No,Si
efb1463c-1ef7-4b6d-8cdd-10b7ac7e7553,Jodi Jones,Gina Hernandez,718,2023-05-06 00:58:39,Bonifico,USD,Germania,No,No,Si
591b395c-4bb0-4b27-bd9d-28450b925a28,Brandi Sanchez,Tracy Walker,2777,2023-03-15 14:30:54,Assegno,EUR,Russia,Si,No,Si
6628d25a-b264-4ccf-bf64-b91f663e3832,Stacy Kelley,Carolyn Lyons,8863,2023-08-21 06:34:02,Bonifico,GBP,Stati Uniti,Si,No,No
32be8eac-d58a-450c-ae6f-7847852c481b,Philip Bates,Samantha Gray,437,2023-03-20 08:30:49,PayPal,EUR,Francia,No,Si,Si
30ed05f9-4fc6-4f2b-bdb2-acd020857381,Heather Payne,Mrs. Theresa Lewis,1092,2023-07-25 23:50:36,Bonifico,EUR,Stati Uniti,Si,Si,No
a3054a70-b20b-4b02-b738-27f1794e3fb6,Daisy Perry,Vincent Garner,6161,2023-07-28 23:47:04,Carta di credito,GBP,Germania,No,Si,Si
078b9a92-a145-4154-acc8-8ef1e4c5b908,Angel Chase,Nicholas Williams,6332,2023-01-06 08:49:56,Bonifico,GBP,Regno Unito,Si,Si,Si
3b723e31-5653-40d6-9d01-4b06cdecc801,April Mills,Susan Caldwell,1134,2023-08-09 16:50:52,Carta di credito,JPY,Regno Unito,Si,No,Si
4a5aedef-b5ac-4c92-bfc6-982ba7f740ab,Joseph Shaw,Kayla Moore,1590,2023-01-18 01:54:38,Bonifico,USD,Francia,No,Si,No
122509bc-3245-456a-8181-53f3043d6ae2,Lisa Gonzales,Brian Chandler,7849,2023-06-20 18:40:36,PayPal,GBP,Stati Uniti,Si,Si,Si
68940a93-238a-4168-9e01-b403bf8c40eb,Adam Delgado,Michael Ellis,7031,2023-07-07 15:52:02,Bonifico,GBP,Francia,No,No,Si
aa635ac3-e765-4961-b741-16f2b140733d,Mark Whitney,Kevin Morse,8141,2023-06-19 00:12:22,Assegno,JPY,Regno Unito,Si,No,No
de00ebbc-be5f-4992-b280-34a1bf885ecb,Mark Cabrera,Chelsea James,6723,2023-05-17 05:56:10,Bonifico,EUR,Francia,No,No,Si
8b66469c-b8d4-4de3-882b-09e9a20e1b07,John Conway,Richard Adams,1421,2023-05-01 21:40:31,Bonifico,JPY,Canada,Si,No,No
66f8ba3c-6634-464c-bd2f-3dc5b27cdc94,Angela Campbell,Jeremy Green,1710,2023-05-29 04:12:13,Bonifico,JPY,Germania,No,No,Si
d53168a6-596b-4eb5-b20c-b81fcc7c5351,William Phillips,Lance Hall,7981,2023-08-27 00:08:53,Carta di credito,JPY,Germania,No,Si,Si
fcd0932b-97a2-4d2c-83e2-b1769385ccde,Erin Williamson,Robert Little,8479,2023-07-29 11:27:08,Carta di credito,JPY,Stati Uniti,Si,Si,No
83ba587d-0d26-4f88-a78d-4f5c72bed143,Tina Harris,Michael Campbell,4532,2023-07-08 19:32:38,Bonifico,EUR,Regno Unito,Si,No,No
d220beea-722f-44be-893b-cd29e104e610,Sara Lopez,Kevin Warner,1627,2023-04-01 02:51:54,Bonifico,JPY,Canada,Si,Si,No
e2205a1f-c636-4bf8-9a93-288d633d6d7c,Brittany Nash,Jennifer Miranda,5673,2023-08-06 12:52:24,PayPal,EUR,Canada,Si,No,No
a0aadf43-4f22-46b8-adaa-e007915149d6,Aaron Smith,Brittany Reilly,3027,2023-02-08 14:41:08,Bonifico,JPY,Italia,No,No,Si
f7ff8cfb-98c3-42d7-be30-1540bab22e10,David Brown,Thomas Weiss,1242,2023-06-12 07:50:31,PayPal,EUR,Stati Uniti,Si,Si,No
29ca18ee-84c0-4f9a-abee-62f78994739e,James Allen,Shane Garcia,2421,2023-02-16 02:32:19,Carta di credito,USD,Canada,Si,Si,No
c3ef26a4-0296-463e-994c-f21f9faa13f4,Darryl Brown,Debbie Anderson,9193,2023-06-28 12:43:29,PayPal,GBP,Canada,Si,Si,Si
867d9849-2494-4498-b116-09d58fa956a5,Benjamin Sanders,Mallory Martinez,9916,2023-02-02 21:29:17,Assegno,EUR,Stati Uniti,Si,Si,Si
4b4a973d-b840-4fd2-a8d3-22a9f61fa18c,Dan Williams,Carrie Estrada,2888,2023-06-25 11:37:22,Bonifico,EUR,Russia,Si,Si,Si
703434c7-fcf8-40e4-81b3-229a718c9b19,Matthew Clark,Jasmine Garrison MD,2650,2023-01-05 00:28:23,PayPal,USD,Germania,No,No,No
b9a5989e-5aa2-4da6-9c7a-9c4fc2d03498,Ashley Tyler,Angela Hess,1631,2023-07-17 20:59:19,PayPal,USD,Canada,Si,Si,No
0ac4d573-416e-4fe8-8f14-709050d161a7,Anthony Simmons,Donna Williams,711,2023-01-24 08:49:09,PayPal,JPY,Stati Uniti,Si,No,No
0df3c1c1-e93d-4b9b-b146-9d7f8b177585,Monica Fields,Pamela Garcia,9602,2023-05-24 01:06:06,Assegno,JPY,Francia,No,No,No
7f164703-ffb4-46e6-8a9a-7d831ffd9114,Richard Barrett,Brandon Reyes,2048,2023-07-03 21:45:15,Carta di credito,USD,Stati Uniti,Si,No,No
6dd84daa-d445-48bb-8a08-cbe6c12d8ea7,Isabel Foster,Brenda James,9145,2023-03-12 18:53:49,Assegno,JPY,Colombia,Si,No,No
084f360b-d800-47f5-9353-1a1aa69e9b32,Wyatt Martinez,Alexis Underwood,4398,2023-04-08 18:59:35,Assegno,EUR,Francia,No,Si,No
547a1c20-399b-41f2-b997-d0c3d1ea00d1,Brittany Alexander,Rebekah Singh,3099,2023-02-15 04:24:21,Assegno,GBP,Regno Unito,Si,Si,No
7d9b40b0-6f76-44a7-a9c2-bde2a4b07121,Billy Carey,Christopher Delgado,5486,2023-01-28 19:44:09,Bonifico,JPY,Italia,No,Si,No
7be52c73-ed9e-4e33-9a22-e094a9afab86,Michael Allen,Alyssa Shelton,218,2023-02-15 09:22:06,Assegno,USD,Russia,Si,No,No
243ca24f-3a81-48ea-91f9-a133c2975b4a,Louis Edwards,Casey Sullivan MD,1674,2023-08-08 04:09:01,Assegno,EUR,Canada,Si,Si,Si
e7e3e251-4206-474a-9d35-d9934d70d116,Teresa Arias,Steve Pierce,4811,2023-04-13 14:19:45,Assegno,EUR,Russia,Si,Si,Si
38bc1087-1136-4dc6-bf8c-c1df77e5bbb7,Barbara Allen,Chad Caldwell,307,2023-08-11 18:58:19,PayPal,EUR,Canada,Si,No,No
30f8edc7-b211-4429-8597-b542d55c3348,David Kelly,Elizabeth Cooper,2361,2023-07-14 19:16:44,Carta di credito,USD,Stati Uniti,Si,Si,No
862a08ec-058b-4cbe-abaf-845e7deebe3a,Brenda Watson,Lynn Collins,5806,2023-01-15 17:29:00,Bonifico,GBP,Francia,No,Si,No
